rating,cocoa_percent,bean_type,bean_broad_origin,company_name,company_location
2.5,70.0,Forastero,Papua New Guinea,Cravve,Australia
2.75,83.0,Trinitario,Vanuatu,Cravve,Australia
3.25,75.0,Forastero,Tanzania,Cravve,Australia
3.25,65.0,Trinitario,Brazil,Cravve,Australia
3.25,67.0,Trinitario,Fiji,Cravve,Australia
3.25,64.0,Trinitario,Vanuatu,Cravve,Australia
3.5,75.0,Forastero,Papua New Guinea,Cravve,Australia
3.25,85.0,Forastero,Ecuador,Creo,U.S.A.
3.75,73.0,Forastero,Ecuador,Creo,U.S.A.
2.75,70.0, ,Australia,Daintree,Australia
3.25,70.0, ,Australia,Daintree,Australia
2.75,72.0, ,Dominican Republic,Dalloway,U.S.A.
3.0,70.0,Trinitario,Trinidad,Damson,U.K.
3.5,70.0, ,Ecuador,Damson,U.K.
2.25,70.0, ,Grenada,Damson,U.K.
2.75,70.0, ,Nicaragua,Damson,U.K.
3.0,70.0,Trinitario,Belize,Dandelion,U.S.A.
3.5,70.0,Trinitario,Belize,Dandelion,U.S.A.
3.5,70.0, ,Ecuador,Dandelion,U.S.A.
2.75,70.0, ,Liberia,Dandelion,U.S.A.
3.75,70.0, ,Dominican Republic,Dandelion,U.S.A.
2.75,70.0, ,Venezuela,Dandelion,U.S.A.
3.25,70.0, ,Venezuela,Dandelion,U.S.A.
3.5,70.0, ,Venezuela,Dandelion,U.S.A.
3.5,70.0, ,Papua New Guinea,Dandelion,U.S.A.
3.0,70.0, ,Costa Rica,Dandelion,U.S.A.
3.25,70.0, ,Colombia,Dandelion,U.S.A.
3.75,70.0, ,Dominican Republic,Dandelion,U.S.A.
3.25,70.0, ,Dominican Republic,Dandelion,U.S.A.
3.25,70.0,Trinitario,Madagascar,Dandelion,U.S.A.
3.25,70.0, ,Tanzania,Dandelion,U.S.A.
3.25,82.0, ,Guatemala,Danta,Guatemala
3.0,75.0,Trinitario,Venezuela,Danta,Guatemala
3.75,70.0, ,Guatemala,Danta,Guatemala
3.75,70.0,Trinitario,Madagascar,Danta,Guatemala
4.0,70.0,Criollo,Guatemala,Danta,Guatemala
3.25,70.0, ,Guatemala,Danta,Guatemala
3.5,60.0, ,Guatemala,Danta,Guatemala
3.0,75.0,Criollo,Guatemala,Danta,Guatemala
3.25,60.0,Criollo,Guatemala,Danta,Guatemala
2.75,72.0, ,Venezuela,DAR,U.S.A.
3.0,72.0,Trinitario,Vietnam,DAR,U.S.A.
3.25,70.0, ,"Ecuador, Costa Rica",DAR,U.S.A.
3.25,75.0, ,Bolivia,Dark Forest,U.S.A.
3.0,70.0,Trinitario,Madagascar,Dark Forest,U.S.A.
3.25,70.0, ,Venezuela,Dark Forest,U.S.A.
3.0,70.0, ,Tanzania,Dark Forest,U.S.A.
3.25,70.0, ,Ecuador,Dark Forest,U.S.A.
2.5,70.0,Forastero,Ghana,Davis,U.S.A.
2.75,70.0, ,Dominican Republic,Davis,U.S.A.
2.75,70.0, ,Venezuela,Davis,U.S.A.
3.25,58.0,Forastero,West Africa,Davis,U.S.A.
3.5,72.0, ,Brazil,De Mendes,Brazil
3.5,65.0, ,Brazil,De Mendes,Brazil
2.5,70.0,Forastero,Uganda,De Villiers,South Africa
3.0,70.0, ,Madagascar,De Villiers,South Africa
2.5,66.0,Trinitario,Madagascar,Dean and Deluca (Belcolade),U.S.A.
3.0,64.0, ,Costa Rica,Dean and Deluca (Belcolade),U.S.A.
3.0,71.0, ,Ecuador,Dean and Deluca (Belcolade),U.S.A.
3.0,60.0,Forastero,Ghana,Dean and Deluca (Belcolade),U.S.A.
3.0,64.0, ,Papua New Guinea,Dean and Deluca (Belcolade),U.S.A.
3.0,64.0, ,Peru,Dean and Deluca (Belcolade),U.S.A.
3.0,64.0, ,Papua New Guinea,Debauve & Gallais (Michel Cluizel),France
3.75,66.0, ,Venezuela,Debauve & Gallais (Michel Cluizel),France
2.5,72.0, ,Tanzania,Desbarres,Canada
2.75,80.0, ,Bolivia,DeVries,U.S.A.
3.5,77.0,Trinitario,Costa Rica,DeVries,U.S.A.
3.5,77.0, ,Dominican Republic,DeVries,U.S.A.
3.75,70.0, ,Guatemala,Dick Taylor,U.S.A.
3.5,78.0,Trinitario,Vietnam,Dick Taylor,U.S.A.
3.75,70.0, ,Bolivia,Dick Taylor,U.S.A.
3.5,74.0, ,Dominican Republic,Dick Taylor,U.S.A.
3.25,70.0, ,Ecuador,Dick Taylor,U.S.A.
3.5,76.0, ,Ecuador,Dick Taylor,U.S.A.
2.75,75.0, ,Bolivia,Dick Taylor,U.S.A.
2.75,72.0,Trinitario,Belize,Dick Taylor,U.S.A.
2.75,80.0,Trinitario,Madagascar,Dick Taylor,U.S.A.
3.0,72.0,Trinitario,Madagascar,Dick Taylor,U.S.A.
2.75,75.0,Criollo,Venezuela,Dick Taylor,U.S.A.
3.0,74.0, ,Dominican Republic,Dick Taylor,U.S.A.
3.25,70.0, ,Ecuador,Dick Taylor,U.S.A.
3.0,85.0, ,Venezuela,Doble & Bignall,U.K.
3.25,72.0, ,Panama,Doble & Bignall,U.K.
3.25,72.0,Trinitario,Venezuela,Doble & Bignall,U.K.
3.5,72.0,Criollo,Nicaragua,Doble & Bignall,U.K.
3.75,70.0, ,Hawaii,Dole (Guittard),U.S.A.
3.0,88.0,Forastero,West Africa,Dolfin (Belcolade),Belgium
3.75,70.0, ,Ecuador,Domori,Italy
3.75,70.0,Criollo,Venezuela,Domori,Italy
3.0,100.0,Criollo,Venezuela,Domori,Italy
3.5,70.0, ,Tanzania,Domori,Italy
3.75,70.0,Criollo,Venezuela,Domori,Italy
3.5,70.0,Criollo,Venezuela,Domori,Italy
3.0,70.0,Trinitario,Venezuela,Domori,Italy
3.0,70.0,Trinitario,Venezuela,Domori,Italy
3.0,70.0, ,Colombia,Domori,Italy
4.0,70.0,Criollo,Venezuela,Domori,Italy
3.25,75.0,Criollo,Venezuela,Domori,Italy
3.25,60.0,Trinitario,Venezuela,Domori,Italy
3.5,70.0,Trinitario,Madagascar,Domori,Italy
3.5,70.0,Criollo,Madagascar,Domori,Italy
3.75,70.0,Criollo,Indonesia,Domori,Italy
4.0,70.0,Forastero,Ecuador,Domori,Italy
4.0,70.0,Criollo,Venezuela,Domori,Italy
3.0,70.0,Trinitario,Venezuela,Domori,Italy
3.25,70.0,Trinitario,Peru,Domori,Italy
3.5,70.0,Trinitario,Venezuela,Domori,Italy
2.75,75.0,Trinitario,Grenada,Dormouse,U.K.
2.5,70.0,Trinitario,Venezuela,Dormouse,U.K.
2.75,80.0,Criollo,Colombia,Dormouse,U.K.
2.75,77.0,Criollo,Madagascar,Dormouse,U.K.
4.0,70.0,Criollo,Guatemala,Duffy's,U.K.
3.5,70.0,Criollo,Nicaragua,Duffy's,U.K.
3.75,76.0,Criollo,Nicaragua,Duffy's,U.K.
3.75,72.0, ,Venezuela,Duffy's,U.K.
3.75,72.0,Criollo,Honduras,Duffy's,U.K.
3.5,65.0, ,Dominican Republic,Duffy's,U.K.
3.0,72.0, ,Panama,Duffy's,U.K.
3.25,71.0,Criollo,Nicaragua,Duffy's,U.K.
3.5,71.0, ,Venezuela,Duffy's,U.K.
3.5,70.0, ,Panama,Duffy's,U.K.
3.75,72.0, ,Ecuador,Duffy's,U.K.
2.5,70.0, ,Ecuador,Duffy's,U.K.
3.75,70.0, ,Peru,Duffy's,U.K.
3.25,70.0, ,Dominican Republic,Dulcinea,U.S.A.
2.75,82.0,Trinitario,Madagascar,Durand,France
3.5,70.0,Forastero,Peru,Durci,U.S.A.
3.5,70.0,Trinitario,Venezuela,Durci,U.S.A.
3.25,70.0, ,Domincan Republic,Durci,U.S.A.
3.25,70.0,Trinitario,Venezuela,Durci,U.S.A.
4.0,70.0, ,Ecuador,Durci,U.S.A.
3.25,70.0, ,Peru,East Van Roasters,Canada
3.5,70.0,Trinitario,Madagascar,East Van Roasters,Canada
3.75,70.0, ,Dominican Republic,East Van Roasters,Canada
3.25,70.0, ,Colombia,Eau de Rose,Canada
3.25,70.0, ,Colombia,Eau de Rose,Canada
2.75,72.0,Forastero,Peru,Eclat (Felchlin),U.S.A.
3.0,68.0,Criollo,Venezuela,Edelmond,Germany
3.75,75.0, ,Bolivia,El Ceibo,Bolivia
2.75,71.0, ,Bolivia,El Ceibo,Bolivia
3.75,70.0, ,Venezuela,El Rey,Venezuela
2.75,60.5,Trinitario,Venezuela,El Rey,Venezuela
3.0,70.0,Trinitario,Venezuela,El Rey,Venezuela
2.5,74.0,Criollo,Venezuela,El Rey,Venezuela
2.5,58.0,Criollo,Venezuela,El Rey,Venezuela
3.0,61.0,Criollo,Venezuela,El Rey,Venezuela
2.75,70.0,Criollo,Venezuela,El Rey,Venezuela
2.75,60.0, ,St. Lucia,Emerald Estate,St. Lucia
3.25,70.0, ,St. Lucia,Emerald Estate,St. Lucia
3.0,79.0, ,Venezuela,Emily's,Japan
3.5,78.0,Criollo,Peru,Emily's,Japan
3.25,75.0, ,Honduras,ENNA,U.S.A.
3.25,80.0,Forastero,Sao Tome & Principe,Enric Rovira (Claudio Corallo),Spain
3.25,70.0,Trinitario,Vietnam,Erithaj (A. Morin),France
3.0,80.0,Trinitario,Vietnam,Erithaj (A. Morin),France
3.25,74.0,Trinitario,Vietnam,Erithaj (A. Morin),France
2.75,70.0,Trinitario,Venezuela,Escazu,U.S.A.
2.0,65.0, ,Costa Rica,Escazu,U.S.A.
3.5,81.0,Criollo,Venezuela,Escazu,U.S.A.
2.75,74.0, ,"Cost Rica, Ven",Escazu,U.S.A.
3.0,72.0,Criollo,Venezuela,Escazu,U.S.A.
2.5,55.0, ,"Peru, Madagascar",Ethel's Artisan (Mars),U.S.A.
2.5,55.0,Trinitario,Trinidad,Ethel's Artisan (Mars),U.S.A.
2.5,70.0,Criollo,Venezuela,Ethel's Artisan (Mars),U.S.A.
2.5,62.0, ,"Venezuela, Trinidad",Ethel's Artisan (Mars),U.S.A.
3.0,80.0,Trinitario,Belize,Ethereal,U.S.A.
3.5,80.0, ,Ecuador,Ethereal,U.S.A.
3.75,80.0, ,Dominican Republic,Ethereal,U.S.A.
2.75,75.0, ,Brazil,Fearless (AMMA),U.S.A.
3.0,76.0, ,Jamaica,Feitoria Cacao,Portugal
2.5,76.0, ,Venezuela,Feitoria Cacao,Portugal
2.75,76.0,Trinitario,Belize,Feitoria Cacao,Portugal
3.5,58.0,Trinitario,Grenada,Felchlin,Switzerland
3.0,74.0,Criollo,Dominican Republic,Felchlin,Switzerland
3.0,64.0,Criollo,Madagascar,Felchlin,Switzerland
3.0,65.0,Criollo,Venezuela,Felchlin,Switzerland
3.5,72.0,Forastero,Ecuador,Felchlin,Switzerland
4.0,68.0,Criollo,Bolivia,Felchlin,Switzerland
2.25,65.0, ,Puerto Rico,Finca,U.S.A.
3.0,80.0, ,Dominican Republic,Finca,U.S.A.
3.25,70.0, ,Dominican Republic,Finca,U.S.A.
2.5,85.0, ,Dominican Republic,Finca,U.S.A.
2.75,72.0,Criollo,Peru,Forever Cacao,U.K.
2.75,70.0, ,Domincan Republic,Forteza (Cortes),Puerto Rico
2.75,80.0, ,Domincan Republic,Forteza (Cortes),Puerto Rico
2.75,70.0, ,Madagascar,Fossa,Singapore
3.5,75.0, ,Ecuador,Fossa,Singapore
3.75,67.0,Trinitario,Tanzania,Fossa,Singapore
3.5,70.0, ,Venezuela,Franceschi,Venezuela
3.75,70.0, ,Venezuela,Franceschi,Venezuela
3.75,70.0, ,Venezuela,Franceschi,Venezuela
3.5,60.0, ,Venezuela,Franceschi,Venezuela
3.5,70.0, ,Costa Rica,Frederic Blondeel,Belgium
3.5,75.0, ,Peru,Frederic Blondeel,Belgium
3.0,80.0,Trinitario,Vietnam,Frederic Blondeel,Belgium
3.5,60.0,Forastero,Ghana,Frederic Blondeel,Belgium
3.5,65.0,Trinitario,Madagascar,Frederic Blondeel,Belgium
3.5,70.0, ,Peru,French Broad,U.S.A.
3.5,73.0, ,Guatemala,French Broad,U.S.A.
3.0,80.0, ,Costa Rica,French Broad,U.S.A.
3.25,68.0, ,Nicaragua,French Broad,U.S.A.
3.5,66.0, ,Peru,French Broad,U.S.A.
2.5,70.0,Criollo,Peru,French Broad,U.S.A.
3.5,61.0, ,Peru,French Broad,U.S.A.
2.0,81.0, ,Peru,French Broad,U.S.A.
3.5,70.0,Forastero,Peru,French Broad,U.S.A.
3.5,65.0, ,Dominican Republic,French Broad,U.S.A.
3.0,70.0,Forastero,Peru,Fresco,U.S.A.
3.5,70.0,Forastero,Peru,Fresco,U.S.A.
3.5,70.0,Forastero,Peru,Fresco,U.S.A.
3.5,70.0,Forastero,Peru,Fresco,U.S.A.
3.25,72.0, ,Dominican Republic,Fresco,U.S.A.
3.75,72.0, ,Dominican Republic,Fresco,U.S.A.
3.75,70.0, ,Peru,Fresco,U.S.A.
4.0,70.0,Trinitario,Peru,Fresco,U.S.A.
3.5,69.0, ,Papua New Guinea,Fresco,U.S.A.
3.5,69.0, ,Papua New Guinea,Fresco,U.S.A.
4.0,74.0,Trinitario,Madagascar,Fresco,U.S.A.
4.0,69.0,Trinitario,Papua New Guinea,Fresco,U.S.A.
3.0,69.0,Trinitario,Papua New Guinea,Fresco,U.S.A.
2.75,74.0,Forastero,Ghana,Fresco,U.S.A.
3.25,70.0,Trinitario,Jamaica,Fresco,U.S.A.
3.5,72.0, ,Dominican Republic,Fresco,U.S.A.
3.5,70.0,Trinitario,Jamaica,Fresco,U.S.A.
2.75,74.0,Trinitario,Madagascar,Fresco,U.S.A.
3.25,72.0, ,Dominican Republic,Fresco,U.S.A.
3.0,74.0,Trinitario,Madagascar,Fresco,U.S.A.
3.25,76.0,Trinitario,Venezuela,Fresco,U.S.A.
4.0,70.0,Trinitario,Venezuela,Fresco,U.S.A.
2.75,80.0,Trinitario,Jamaica,Fresco,U.S.A.
3.0,70.0,Trinitario,Jamaica,Fresco,U.S.A.
3.25,70.0,Trinitario,Jamaica,Fresco,U.S.A.
3.5,65.0,Criollo,Venezuela,Fresco,U.S.A.
3.5,70.0, ,Nicaragua,Friis Holm,Denmark
3.0,60.0, ,Nicaragua,Friis Holm (Bonnat),Denmark
3.25,85.0, ,Nicaragua,Friis Holm (Bonnat),Denmark
3.5,70.0, ,Nicaragua,Friis Holm (Bonnat),Denmark
3.25,70.0, ,Nicaragua,Friis Holm (Bonnat),Denmark
3.5,70.0, ,Nicaragua,Friis Holm (Bonnat),Denmark
3.25,70.0,Criollo,Nicaragua,Friis Holm (Bonnat),Denmark
3.25,70.0,Criollo,Honduras,Friis Holm (Bonnat),Denmark
3.25,70.0,Criollo,Nicaragua,Friis Holm (Bonnat),Denmark
3.75,70.0, ,Nicaragua,Friis Holm (Bonnat),Denmark
3.25,70.0,Criollo,Nicaragua,Friis Holm (Bonnat),Denmark
3.5,70.0,Criollo,Nicaragua,Friis Holm (Bonnat),Denmark
3.5,70.0,Criollo,Nicaragua,Friis Holm (Bonnat),Denmark
3.75,74.0,Beniano,Bolivia,Fruition,U.S.A.
4.0,74.0,Amazon mix,Costa Rica,Fruition,U.S.A.
3.75,70.0,Trinitario,Trinidad,Fruition,U.S.A.
3.0,76.0,Forastero,Peru,Fruition,U.S.A.
3.75,70.0, ,Dominican Republic,Fruition,U.S.A.
3.0,75.0, ,Ecuador,Fruition,U.S.A.
2.5,70.0, ,Peru,Fruition,U.S.A.
3.25,66.0,Trinitario,Costa Rica,Fruition,U.S.A.
3.0,70.0, ,Costa Rica,Fruition,U.S.A.
2.5,85.0,Blend,Hawaii,Garden Island,U.S.A.
3.25,65.0,Trinitario,Madagascar,Georgia Ramon,Germany
4.0,70.0,Forastero,Ghana,Georgia Ramon,Germany
3.5,70.0,Trinitario,Domincan Republic,Georgia Ramon,Germany
3.5,80.0,Trinitario,Domincan Republic,Georgia Ramon,Germany
3.5,75.0,Trinitario,Madagascar,Georgia Ramon,Germany
3.5,70.0, ,Belize,Glennmade,U.S.A.
3.0,66.0,Trinitario,Brazil,Glennmade,U.S.A.
2.75,77.0, ,Mexico,Goodnow Farms,U.S.A.
3.25,77.0, ,Nicaragua,Goodnow Farms,U.S.A.
3.25,77.0, ,Guatemala,Goodnow Farms,U.S.A.
3.0,72.0,Trinitario,Vietnam,Grand Place,Vietnam
3.5,70.0, ,Madagascar,Green Bean to Bar,Japan
3.25,82.0,Trinitario,Grenada,Grenada Chocolate Co.,Grenada
2.75,60.0,Trinitario,Grenada,Grenada Chocolate Co.,Grenada
2.5,71.0,Trinitario,Grenada,Grenada Chocolate Co.,Grenada
3.0,64.0,Forastero,Ecuador,Guido Castagna,Italy
3.0,64.0,Forastero,Ghana,Guido Castagna,Italy
3.0,64.0, ,"Trinidad, Tobago",Guido Castagna,Italy
3.0,76.0, ,Venezuela,Guido Castagna,Italy
3.25,64.0, ,"Ven, Trinidad, Ecuador",Guido Castagna,Italy
2.75,65.0, ,Haiti,Guittard,U.S.A.
2.75,65.0, ,Nicaragua,Guittard,U.S.A.
3.25,65.0,Trinitario,Jamaica,Guittard,U.S.A.
3.5,65.0, ,Ecuador,Guittard,U.S.A.
3.0,65.0,Trinitario,Trinidad,Guittard,U.S.A.
3.0,55.0, ,Hawaii,Guittard,U.S.A.
3.0,65.0, ,Peru,Guittard,U.S.A.
3.5,65.0, ,Venezuela,Guittard,U.S.A.
3.0,65.0,Trinitario,Colombia,Guittard,U.S.A.
2.5,65.0,Criollo,Venezuela,Guittard,U.S.A.
3.5,65.0,Criollo,Madagascar,Guittard,U.S.A.
3.5,65.0,Forastero,Ecuador,Guittard,U.S.A.
2.75,80.0, ,Papua New Guinea,Habitual,Canada
3.25,75.0, ,Dominican Republic,Habitual,Canada
3.25,66.0, ,Hawaii,Habitual,Canada
2.5,77.0,Forastero,Ecuador,Hachez,Germany
2.75,55.0,Trinitario,Ecuador,Hacienda El Castillo,Ecuador
3.0,70.0,Trinitario,Ecuador,Hacienda El Castillo,Ecuador
3.0,70.0, ,"South America, Africa",Haigh,Australia
3.25,85.0, ,Brazil,Harper Macaw,U.S.A.
3.0,67.0, ,Brazil,Harper Macaw,U.S.A.
3.5,77.0, ,Brazil,Harper Macaw,U.S.A.
3.5,74.0, ,Brazil,Harper Macaw,U.S.A.
2.75,64.0, ,Peru,Heilemann,Germany
3.25,70.0,Amazon,Belize,Heirloom Cacao Preservation (Brasstown),U.S.A.
3.5,74.0,Amazon mix,Costa Rica,Heirloom Cacao Preservation (Fruition),U.S.A.
3.5,67.0,"Amazon, ICS",Bolivia,Heirloom Cacao Preservation (Guittard),U.S.A.
3.0,67.0,Beniano,Bolivia,Heirloom Cacao Preservation (Guittard),U.S.A.
3.75,67.0,EET,Ecuador,Heirloom Cacao Preservation (Guittard),U.S.A.
3.75,67.0, ,Hawaii,Heirloom Cacao Preservation (Guittard),U.S.A.
3.5,72.0, ,Hawaii,Heirloom Cacao Preservation (Manoa),U.S.A.
3.5,70.0,EET,Ecuador,Heirloom Cacao Preservation (Millcreek),U.S.A.
3.5,77.0,EET,Ecuador,Heirloom Cacao Preservation (Mindo),U.S.A.
3.75,68.0,"Amazon, ICS",Bolivia,Heirloom Cacao Preservation (Zokoko),U.S.A.
4.0,72.0,Beniano,Bolivia,Heirloom Cacao Preservation (Zokoko),U.S.A.
2.75,57.0,Forastero,Uganda,hello cocoa,U.S.A.
3.5,74.0,Criollo,Venezuela,hello cocoa,U.S.A.
2.75,70.0, ,Tanzania,hexx,U.S.A.
3.0,74.0,Trinitario,Madagascar,hexx,U.S.A.
3.0,70.0, ,Venezuela,hexx,U.S.A.
3.25,73.0, ,Ecuador,hexx,U.S.A.
3.25,70.0, ,Peru,hexx,U.S.A.
2.75,70.0,Trinitario,Madagascar,Hogarth,New Zealand
2.75,72.0,Trinitario,Venezuela,Hogarth,New Zealand
3.25,75.0,Trinitario,Domincan Republic,Hogarth,New Zealand
3.5,66.0,Criollo,Peru,Hogarth,New Zealand
2.0,80.0,Forastero,Ecuador,Hoja Verde (Tulicorp),Ecuador
2.5,80.0,Forastero,Ecuador,Hoja Verde (Tulicorp),Ecuador
3.0,72.0,Forastero,Ecuador,Hoja Verde (Tulicorp),Ecuador
3.25,58.0,Forastero,Ecuador,Hoja Verde (Tulicorp),Ecuador
3.5,58.0,Forastero,Ecuador,Hoja Verde (Tulicorp),Ecuador
2.75,70.0, ,Peru,Holy Cacao,Israel
3.5,70.0, ,Ecuador,Holy Cacao,Israel
3.5,70.0,Trinitario,Madagascar,Holy Cacao,Israel
3.5,70.0,Trinitario,Trinidad,Holy Cacao,Israel
3.5,70.0, ,Venezuela,Holy Cacao,Israel
2.5,70.0, ,Ivory Coast,Holy Cacao,Israel
2.75,70.0, ,Dominican Republic,Holy Cacao,Israel
3.5,70.0, ,Peru,Holy Cacao,Israel
3.75,75.0, ,Dominican Republic,Holy Cacao,Israel
2.5,72.0, ,Ecuador,Honest,South Africa
2.75,70.0, ,St. Lucia,Hotel Chocolat,U.K.
4.0,70.0,Trinitario,St. Lucia,Hotel Chocolat,U.K.
1.75,100.0,Trinitario,St. Lucia,Hotel Chocolat,U.K.
3.0,75.0,Trinitario,Trinidad,Hotel Chocolat (Coppeneur),U.K.
3.5,80.0,Trinitario,Vietnam,Hotel Chocolat (Coppeneur),U.K.
3.0,90.0,Forastero,Ecuador,Hotel Chocolat (Coppeneur),U.K.
3.0,72.0,Trinitario,Madagascar,Hotel Chocolat (Coppeneur),U.K.
3.5,82.0,Forastero,Ecuador,Hotel Chocolat (Coppeneur),U.K.
2.75,100.0, ,Peru,Hotel Chocolat (Coppeneur),U.K.
2.5,100.0,Forastero,Ecuador,Hotel Chocolat (Coppeneur),U.K.
2.75,100.0, ,Dominican Republic,Hotel Chocolat (Coppeneur),U.K.
3.5,66.0,Criollo,Madagascar,Hotel Chocolat (Coppeneur),U.K.
3.0,80.0,Forastero,Ecuador,Hotel Chocolat (Coppeneur),U.K.
3.0,65.0,Trinitario,St. Lucia,Hotel Chocolat (Coppeneur),U.K.
3.25,65.0,Trinitario,St. Lucia,Hotel Chocolat (Coppeneur),U.K.
2.75,70.0, ,Ecuador,Hotel Chocolat (Coppeneur),U.K.
3.0,70.0, ,Dominican Republic,Hotel Chocolat (Coppeneur),U.K.
2.75,70.0,Trinitario,Venezuela,Hotel Chocolat (Coppeneur),U.K.
3.0,72.0, ,St. Lucia,Hotel Chocolat (Coppeneur),U.K.
2.5,80.0,Forastero,Uganda,Hotel Chocolat (Coppeneur),U.K.
2.75,75.0, ,Tanzania,Hotel Chocolat (Coppeneur),U.K.
3.0,72.0,Forastero,Sao Tome,Hotel Chocolat (Coppeneur),U.K.
3.5,70.0,Trinitario,Vietnam,Hummingbird,Canada
3.0,70.0,Criollo,Bolivia,Hummingbird,Canada
3.0,70.0,Criollo,Bolivia,Hummingbird,Canada
3.0,70.0,Trinitario,Nicaragua,Hummingbird,Canada
3.75,70.0,Trinitario,Dominican Republic,Hummingbird,Canada
3.5,70.0, ,Dominican Republic,Hummingbird,Canada
3.25,70.0,Criollo,Venezuela,Hummingbird,Canada
3.75,70.0,Forastero,Venezuela,Hummingbird,Canada
3.75,72.0,Trinitario,Venezuela,Idilio (Felchlin),Switzerland
3.75,72.0,Criollo,Venezuela,Idilio (Felchlin),Switzerland
3.75,72.0, ,Venezuela,Idilio (Felchlin),Switzerland
3.25,72.0,Criollo,Venezuela,Idilio (Felchlin),Switzerland
3.75,72.0,Criollo,Venezuela,Idilio (Felchlin),Switzerland
4.0,74.0,Criollo,Venezuela,Idilio (Felchlin),Switzerland
3.5,72.0,Criollo,Venezuela,Idilio (Felchlin),Switzerland
4.0,70.0,Trinitario,Venezuela,Idilio (Felchlin),Switzerland
4.0,72.0,Criollo,Venezuela,Idilio (Felchlin),Switzerland
4.0,72.0, ,Venezuela,Idilio (Felchlin),Switzerland
2.5,61.0, ,India,Indah,India
3.25,70.0, ,Dominican Republic,Indaphoria,U.S.A.
2.75,70.0, ,Dominican Republic,Indaphoria,U.S.A.
3.0,77.0, ,Honduras,Indi,U.S.A.
2.75,72.0,Criollo,Peru,iQ Chocolate,Scotland
3.0,72.0, ,Peru,iQ Chocolate,Scotland
3.5,72.0,Trinitario,Madagascar,Isidro,U.S.A.
2.25,72.0, ,Peru,Isidro,U.S.A.
3.25,72.0,Trinitario,Belize,Isidro,U.S.A.
3.25,72.0, ,Dominican Republic,Isidro,U.S.A.
3.5,70.0,Trinitario,Belize,Izard,U.S.A.
2.75,70.0, ,Dominican Republic,Izard,U.S.A.
2.0,71.0,Trinitario,Ghana,Jacque Torres,U.S.A.
2.75,63.0,Trinitario,Madagascar,Jordis,Czech Republic
3.5,70.0,Trinitario,Belize,Just Good Chocolate,U.S.A.
3.5,70.0,Trinitario,Madagascar,Just Good Chocolate,U.S.A.
4.0,70.0, ,Peru,Just Good Chocolate,U.S.A.
3.5,70.0, ,Dominican Republic,Kah Kow,Domincan Republic
3.0,82.0, ,Dominican Republic,Kah Kow,Domincan Republic
3.25,55.0, ,Dominican Republic,Kah Kow,Domincan Republic
3.25,62.0, ,Dominican Republic,Kah Kow,Domincan Republic
2.5,64.0, ,Peru,Kakao,Germany
3.75,65.0,Trinitario,Vanuatu,Kakao,Germany
3.0,70.0, ,Ecuador,Kallari (Ecuatoriana),Ecuador
3.5,70.0, ,Ecuador,Kallari (Ecuatoriana),Ecuador
2.75,75.0, ,Ecuador,Kallari (Ecuatoriana),Ecuador
2.5,85.0, ,Ecuador,Kallari (Ecuatoriana),Ecuador
2.75,85.0, ,Ecuador,Kallari (Ecuatoriana),Ecuador
3.0,85.0, ,Ecuador,Kallari (Ecuatoriana),Ecuador
2.5,75.0, ,Ecuador,Kallari (Ecuatoriana),Ecuador
3.0,85.0, ,Ecuador,Kallari (Ecuatoriana),Ecuador
2.75,80.0, ,Ecuador,Kaoka (Cemoi),France
3.75,70.0, ,Dominican Republic,Kerchner,U.S.A.
2.0,72.0, ,Mexico,Ki' Xocolatl,Mexico
3.0,60.0,Trinitario,Dominican Republic,Kiskadee,U.S.A.
2.5,72.0, ,Peru,Kto,U.S.A.
2.75,72.0, ,Venezuela,Kto,U.S.A.
3.0,72.0,Trinitario,Belize,Kto,U.S.A.
3.25,72.0,Trinitario,Madagascar,Kto,U.S.A.
3.25,90.0,Trinitario,Belize,Kto,U.S.A.
3.25,72.0, ,Dominican Republic,Kto,U.S.A.
3.25,72.0, ,Dominican Republic,Kto,U.S.A.
3.25,70.0, ,Haiti,K'ul,U.S.A.
2.75,70.0,Forastero,Peru,K'ul,U.S.A.
3.75,70.0, ,Ecuador,K'ul,U.S.A.
3.75,70.0,Forastero,Brazil,K'ul,U.S.A.
2.5,72.5,Forastero,Uganda,Kyya,U.S.A.
3.0,72.5, ,Dominican Republic,Kyya,U.S.A.
2.5,72.5, ,Ecuador,Kyya,U.S.A.
3.0,72.5,Trinitario,Madagascar,Kyya,U.S.A.
3.25,74.0, ,Peru,L.A. Burdick (Felchlin),U.S.A.
4.0,70.0, ,Brazil,L.A. Burdick (Felchlin),U.S.A.
3.75,68.0,Trinitario,Venezuela,L.A. Burdick (Felchlin),U.S.A.
3.75,74.0, ,Ecuador,L.A. Burdick (Felchlin),U.S.A.
3.25,75.0,Trinitario,Grenada,L.A. Burdick (Felchlin),U.S.A.
3.75,74.0, ,Dominican Republic,L.A. Burdick (Felchlin),U.S.A.
3.0,71.0, ,Venezuela,L.A. Burdick (Felchlin),U.S.A.
3.5,64.0,Trinitario,Madagascar,L.A. Burdick (Felchlin),U.S.A.
3.0,68.0, ,Bolivia,L.A. Burdick (Felchlin),U.S.A.
2.25,70.0,Criollo,Peru,La Chocolaterie Nanairo,Japan
2.5,70.0,Criollo,Peru,La Chocolaterie Nanairo,Japan
3.0,70.0,Criollo,Peru,La Chocolaterie Nanairo,Japan
